metamdb_pathway_id,inhouse_id,source_database,source_db_id,kegg_module_id,pathway_id,pathway_description,reaction_ids,ec_numbers,ec3_numbers
3014.0,ME.3014,kegg,rn00643,,7729,Styrene degradation,31211|31197|31195|31198|31199|31200|31200|31200|31201|31201|31202|31204|31205|31216|31206|31206|31206|31206|31207|31208|31208|31209|31210|31212|31213|31203|31214|31196|31215,1.13.11.5|3.7.1.2|1.14.14.11|1.14.13.63|3.5.1.11|3.5.1.86|3.5.1.4|4.2.1.54|4.2.1|5.3.99|1.14.14.54|3.5.1.4|3.5.5.1|4.2.1.84|3.5.5.7|3.5.5.5|3.5.5.7|2.8.3.1|2.8.3.12|4.2.1.84|4.2.1.84|2.8.3.1|1.3.1.19|3.7.1.9|1.2.1.39|1.13.11.2,1.13.11|3.7.1|1.14.14|1.14.13|3.5.1|3.5.1|3.5.1|4.2.1|4.2.1|5.3.99|1.14.14|3.5.1|3.5.5|4.2.1|3.5.5|3.5.5|3.5.5|2.8.3|2.8.3|4.2.1|4.2.1|2.8.3|1.3.1|3.7.1|1.2.1|1.13.11
3015.0,ME.3015,kegg,rn00984,,10985,Steroid degradation,50052|50054|50040|50041|50042|50043|50044|50045|50046|50047|50048|50049|50050|50051|50052|50052|50052|50052|50052|50053|50055|50056|50056|50039,1.1.1.357|1.14.14.12|1.14.15.30|3.7.1.17|6.2.1.41|1.14.15.29|5.3.3.1|1.1.3.6|1.1.1.145|1.3.99.4|1.1.1.239|1.1.1.64|1.14.15.28|1.1.1.51|1.1.1.50|1.1.1.210|1.1.1.145|1.1.1.239|1.3.99.5|5.3.3.1|1.1.1.145|1.13.11.25,1.1.1|1.14.14|1.14.15|3.7.1|6.2.1|1.14.15|5.3.3|1.1.3|1.1.1|1.3.99|1.1.1|1.1.1|1.14.15|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.3.99|5.3.3|1.1.1|1.13.11
3017.0,ME.3017,kegg,rn01053,,9940,Biosynthesis of siderophore group nonribosomal peptides,43968|43965|43969|43966|43967,5.4.4.2|6.3.2.14|4.2.99.21|1.3.1.28|3.3.2.1,5.4.4|6.3.2|4.2.99|1.3.1|3.3.2
3018.0,ME.3018,kegg,rn00540,,9472,Lipopolysaccharide biosynthesis,41265|41262|41253|41259|41258|41245|41246|41257|41261|41254|41255|41238|41267|41268|41243|41269|41242|41270|41273|41263|41244|41239|41246|41251|41237|41247|41236|41235|41234|41233|41252|41271|41232|41248|41249|41241|41250|41272|41231|41240|41264|41260|41230|41266|41256,2.3.1.251|2.3.1.243|2.7.8.43|2.7.8.43|2.3.1.251|2.5.1.55|2.7.8.42|2.3.1.241|5.3.1.28|2.7.7.70|2.3.1.251|3.6.1.54|3.2.1.144|3.5.1.108|2.3.1.243|2.3.1.129|2.3.1.251|2.7.7.71|2.5.1.54|2.7.1.166|2.4.99.13|2.3.1.191|2.4.99.12|2.4.2.43|3.1.3.45|2.7.7.38|2.7.4.29|2.3.1.242|2.7.1.130|2.7.1.167|2.7.1.168|3.1.3.83|2.3.1.129|2.3.1.191|2.4.1.182|3.1.3.82|2.7.8.43|5.3.1.13|2.4.2.43,2.3.1|2.3.1|2.7.8|2.7.8|2.3.1|2.5.1|2.7.8|2.3.1|5.3.1|2.7.7|2.3.1|3.6.1|3.2.1|3.5.1|2.3.1|2.3.1|2.3.1|2.7.7|2.5.1|2.7.1|2.4.99|2.3.1|2.4.99|2.4.2|3.1.3|2.7.7|2.7.4|2.3.1|2.7.1|2.7.1|2.7.1|3.1.3|2.3.1|2.3.1|2.4.1|3.1.3|2.7.8|5.3.1|2.4.2
3020.0,ME.3020,kegg,rn00945,,9616,"Stilbenoid, diarylheptanoid and gingerol biosynthesis",42137|42149|42118|42124|42146|42147|42139|42141|42123|42122|42121|42120|42127|42119|42145|42144|42125|42140|42148|42143|42142|42126|42128|42129|42138|42130|42131|42132|42133|42134|42135|42136|42150,2.4.1|2.1.1.104|2.3.1.217|2.3.1.211|2.1.1.240|2.3.1.146|2.3.1.95|2.3.1.219|2.3.1.133|2.3.1.218|2.3.1.218|2.3.1.219|2.3.1.133|2.3.1|2.3.1|2.3.1.217|1.14.14.96|1.14.14.96|2.1.1|2.4.1|1.14.14.91,2.4.1|2.1.1|2.3.1|2.3.1|2.1.1|2.3.1|2.3.1|2.3.1|2.3.1|2.3.1|2.3.1|2.3.1|2.3.1|2.3.1|2.3.1|2.3.1|1.14.14|1.14.14|2.1.1|2.4.1|1.14.14
3021.0,ME.3021,kegg,rn00073,,8313,"Cutin, suberine and wax biosynthesis",34578|34568|34560|34579|34571|34579|34569|34559|34558|34557|34565|34577|34570|34556|34560|34555|34566|34560|34575|34567|34574|34563|34564|34562|34561|34572|34576|34561|34573|34561,1.2.1.84|1.14.14.80|2.3.1.20|2.3.1.75|2.3.1.75|3.1.1.50|3.3.2|1.2.1.42|1.14|2.3.1.188|1.14.14.78|1.11.2.3|1.11.2.3|4.1.99|3.3.2|1.14.14.129|1.14.14.78|1.14.14.80,1.2.1|1.14.14|2.3.1|2.3.1|2.3.1|3.1.1|3.3.2|1.2.1|1.14|2.3.1|1.14.14|1.11.2|1.11.2|4.1.99|3.3.2|1.14.14|1.14.14|1.14.14
3022.0,ME.3022,kegg,rn00902,,11051,Monoterpenoid biosynthesis,50480|50505|50451|50452|50453|50454|50455|50456|50457|50458|50459|50502|50504|50460|50461|50462|50463|50464|50465|50466|50467|50498|50468|50446|50469|50447|50470|50471|50472|50473|50474|50475|50476|50477|50478|50479|50448|50481|50482|50483|50484|50485|50486|50487|50488|50449|50489|50490|50491|50492|50493|50494|50495|50496|50497|50499|50500|50501|50503|50507|50508|50506|50450,1.14.14.99|1.1.1.241|1.1.1.243|1.1.1.207|1.1.1.208|1.14.13.51|4.2.3.20|1.1.1.275|4.2.3.10|4.2.3.11|4.2.3.25|4.2.3.26|1.14.13.105|1.3.1.81|1.3.1.81|1.3.1.82|4.2.1.127|5.4.4.4|1.1.1.324|4.2.3.15|3.1.7.11|4.2.3.16|4.2.3.111|4.2.3.116|4.2.3.117|4.2.3.119|4.2.3.120|2.4.1.323|1.1.1.386|1.1.1.386|3.6.1.68|3.1.3|5.5.1.8|1.14.14.51|1.14.14.52|1.14.19.62|1.14.14.85|2.1.1.50|1.14.14.53|1.14.14.143|1.14.14.84|1.1.1.198|1.14.14.84|1.14.14.1|2.4.1.324|1.14.14.31|1.14.14.161|1.14.14.161|1.14.14.161|1.14.14.85|2.1.1.50|3.1.3|1.14.14.133|5.3.3|1.14.19.62|4.2.3.108|1.14.14.84|1.1.1.223,1.14.14|1.1.1|1.1.1|1.1.1|1.1.1|1.14.13|4.2.3|1.1.1|4.2.3|4.2.3|4.2.3|4.2.3|1.14.13|1.3.1|1.3.1|1.3.1|4.2.1|5.4.4|1.1.1|4.2.3|3.1.7|4.2.3|4.2.3|4.2.3|4.2.3|4.2.3|4.2.3|2.4.1|1.1.1|1.1.1|3.6.1|3.1.3|5.5.1|1.14.14|1.14.14|1.14.19|1.14.14|2.1.1|1.14.14|1.14.14|1.14.14|1.1.1|1.14.14|1.14.14|2.4.1|1.14.14|1.14.14|1.14.14|1.14.14|1.14.14|2.1.1|3.1.3|1.14.14|5.3.3|1.14.19|4.2.3|1.14.14|1.1.1
3024.0,ME.3024,kegg,rn00944,,10863,Flavone and flavonol biosynthesis,49292|49301|49318|49293|49294|49295|49296|49317|49316|49315|49314|49314|49313|49313|49312|49323|49311|49310|49309|49308|49307|49306|49322|49291|49305|49328|49324|49325|49290|49289|49326|49288|49298|49287|49286|49321|49330|49332|49331|49304|49299|49297|49285|49284|49320|49283|49303|49302|49319|49329|49327|49300,2.4.1.81|2.1.1.42|2.4.2.35|2.4.2.25|2.8.2.25|2.8.2.27|2.8.2.26|2.4.1.240|2.3.1.116|2.3.1.115|1.14.14.81|1.14.14.82|1.14.14.81|1.14.14.82|2.4.1.159|2.4.1.236|2.1.1.267|2.1.1.267|2.4.1|2.4.1.240|2.4.1.239|2.4.1.239|2.4.1|2.4.1.191|2.8.2.28|2.4.1|2.3.1.173|2.4.1.190|2.4.1.189|2.4.2.35|2.4.1.106|2.1.1.153|2.4.1.105|2.1.1.83|2.4.1.236|3.2.1.31|1.14.14.81|2.4.1.91|2.1.1.155|2.8.2.28|2.1.1.82|2.1.1.42|2.4.1|2.1.1.75|2.4.1.91|2.4.1.81|2.4.1.159|2.4.1.234,2.4.1|2.1.1|2.4.2|2.4.2|2.8.2|2.8.2|2.8.2|2.4.1|2.3.1|2.3.1|1.14.14|1.14.14|1.14.14|1.14.14|2.4.1|2.4.1|2.1.1|2.1.1|2.4.1|2.4.1|2.4.1|2.4.1|2.4.1|2.4.1|2.8.2|2.4.1|2.3.1|2.4.1|2.4.1|2.4.2|2.4.1|2.1.1|2.4.1|2.1.1|2.4.1|3.2.1|1.14.14|2.4.1|2.1.1|2.8.2|2.1.1|2.1.1|2.4.1|2.1.1|2.4.1|2.4.1|2.4.1|2.4.1
3025.0,ME.3025,kegg,rn00311,,9042,Penicillin and cephalosporin biosynthesis,38875|38869|38873|38864|38865|38870|38872|38874|38865|38860|38866|38867|38871|38868|38861|38862|38863,3.5.1.11|2.6.1.74|3.5.1.11|1.4.3.3|2.3.1.164|3.5.1.93|3.1.1.41|2.3.1.175|1.14.11.26|3.5.2.6|2.1.3.7|6.3.2.26|1.21.3.1|1.14.20.1,3.5.1|2.6.1|3.5.1|1.4.3|2.3.1|3.5.1|3.1.1|2.3.1|1.14.11|3.5.2|2.1.3|6.3.2|1.21.3|1.14.20
3026.0,ME.3026,kegg,rn00999,,8852,Biosynthesis of various secondary metabolites - part 1,37862|37869|37897|37870|37861|37875|37876|37878|37871|37884|37874|37882|37888|37885|37881|37872|37877|37873|37898|37880|37886|37887|37895|37890|37889|37893|37896|37879|37868|37894|37883|37867|37866|37892|37891|37865|37864|37863,4.2.3.36|1.14.19.8|1.14.11.35|4.2.3.7|1.21.3.7|1.21.3.8|2.5.1.102|1.14.11.36|1.13.11.84|1.14.15.11|2.4.1.330|1.13.11.84|2.4.1.330|1.14.13.170|2.3.1.206|1.14.13.171|1.14.14.124|1.14.14.124|1.14.14.125|2.3.1.244|2.3.1.161|3.1.2.31|4.4.1.26|1.1.1.340|2.4.1.330|1.14.15.32|2.4.1.271|2.4.1.271|2.4.1.271|5.5.1.15,4.2.3|1.14.19|1.14.11|4.2.3|1.21.3|1.21.3|2.5.1|1.14.11|1.13.11|1.14.15|2.4.1|1.13.11|2.4.1|1.14.13|2.3.1|1.14.13|1.14.14|1.14.14|1.14.14|2.3.1|2.3.1|3.1.2|4.4.1|1.1.1|2.4.1|1.14.15|2.4.1|2.4.1|2.4.1|5.5.1
3028.0,ME.3028,kegg,rn00525,,8622,Acarbose and validamycin biosynthesis,36419|36424|36425|36421|36418|36413|36408|36428|36407|36406|36411|36415|36405|36398|36397|36412|36404|36403|36402|36401|36400|36399|36416|36417|36426|36422|36420|36423|36409|36427|36414|36410,2.7.7.91|2.7.7.91|2.5.1.135|2.7.7.91|2.7.1.214|3.1.3.101|2.6.1.33|4.2.1.46|2.4.1.338|1.14.11.52|4.2.3.152|2.7.1.187|2.7.1.188|2.7.7.24,2.7.7|2.7.7|2.5.1|2.7.7|2.7.1|3.1.3|2.6.1|4.2.1|2.4.1|1.14.11|4.2.3|2.7.1|2.7.1|2.7.7
3029.0,ME.3029,kegg,rn00402,,8178,Benzoxazinoid biosynthesis,33778|33777|33776|33779|33775|33780|33774|33781,1.14.14.153|4.1.2.8|2.4.1.202|1.14.14.157|2.1.1.241|1.14.14.109|1.14.11.59|1.14.14.110,1.14.14|4.1.2|2.4.1|1.14.14|2.1.1|1.14.14|1.14.11|1.14.14
3030.0,ME.3030,kegg,rn00981,,8626,Insect hormone biosynthesis,36448|36459|36462|36473|36464|36472|36461|36471|36467|36458|36456|36444|36445|36446|36447|36466|36465|36460|36451|36470|36452|36449|36469|36463|36453|36454|36455|36450|36468|36457,1.14.19.21|3.1.1.59|1.1.1.216|1.1.3.16|1.2.1.94|2.1.1.325|1.14.99.22|1.14.19.21|1.14.14.127|1.14.14.128|1.1.1|2.1.1.325|3.1.1.59,1.14.19|3.1.1|1.1.1|1.1.3|1.2.1|2.1.1|1.14.99|1.14.19|1.14.14|1.14.14|1.1.1|2.1.1|3.1.1
3031.0,ME.3031,kegg,rn00943,,11057,Isoflavonoid biosynthesis,50907|50950|50931|50879|50880|50881|50882|50883|50884|50885|50886|50887|50888|50889|50890|50891|50892|50893|50894|50895|50941|50896|50897|50898|50899|50900|50901|50902|50902|50903|50904|50905|50906|50952|50947|50940|50939|50930|50948|50908|50923|50909|50946|50944|50910|50935|50911|50934|50912|50913|50914|50915|50916|50916|50917|50917|50918|50918|50919|50920|50921|50922|50933|50949|50924|50925|50926|50927|50929|50938|50945|50951|50937|50936|50943|50932|50942|50928,4.2.1.105|1.14.14.87|1.3.1.51|2.3.1.115|2.5.1.36|2.5.1.36|2.1.1.270|4.2.1.105|1.3.1.45|2.1.1.46|2.1.1.46|2.3.1.115|2.3.1.115|2.3.1.115|2.3.1.115|2.4.1.170|2.4.1.170|2.4.1.170|2.4.1.170|1.14.20.5|4.2.1.105|2.1.1.150|2.1.1.150|1.1.1.348|1.14.14.88|1.14.14.90|1.14.14.89|1.14.14.93|1.3.1.45|1.3.1.46|1.14.14.135|2.1.1.212|1.14.19.63|1.14.19.63|1.14.14.90|2.1.1.212|2.3.1.115|1.14.14.87|2.4.1.170|1.14.14.87|1.14.14.135|1.14.14.135|1.14.14.88|1.14.14.90|1.14.14.89|1.14.14.90|1.14.14.89|1.14.14.90|1.14.14.89|1.14.20.5|4.2.1.139|1.14.19.76|1.14.19.76|1.3.1|2.4.1.170|2.3.1.115|2.4.1.170|1.14.14.135|1.3.1.45|4.2.1.105,4.2.1|1.14.14|1.3.1|2.3.1|2.5.1|2.5.1|2.1.1|4.2.1|1.3.1|2.1.1|2.1.1|2.3.1|2.3.1|2.3.1|2.3.1|2.4.1|2.4.1|2.4.1|2.4.1|1.14.20|4.2.1|2.1.1|2.1.1|1.1.1|1.14.14|1.14.14|1.14.14|1.14.14|1.3.1|1.3.1|1.14.14|2.1.1|1.14.19|1.14.19|1.14.14|2.1.1|2.3.1|1.14.14|2.4.1|1.14.14|1.14.14|1.14.14|1.14.14|1.14.14|1.14.14|1.14.14|1.14.14|1.14.14|1.14.14|1.14.20|4.2.1|1.14.19|1.14.19|1.3.1|2.4.1|2.3.1|2.4.1|1.14.14|1.3.1|4.2.1
3033.0,ME.3033,kegg,rn00565,,9013,Ether lipid metabolism,38717|38699|38708|38728|38721|38707|38702|38705|38706|38727|38727|38708|38720|38700|38726|38712|38722|38725|38716|38713|38720|38724|38714|38719|38709|38711|38727|38730|38723|38710|38729|38718|38701|38731|38703|38720|38704|38715,2.3.1.105|2.3.1.125|2.3.1.63|3.1.4.39|2.3.1.121|2.7.8.22|3.3.2.2|1.14.19.77|3.1.1.3|3.1.1.4|2.3.1.23|3.1.1.4|2.3.1.25|2.7.8.2|3.1.4.4|3.1.3.59|2.7.8.1|3.1.1.32|2.7.8.1|2.7.8.2|2.3.1.67|2.5.1.26|3.1.1.32|2.8.2.11|3.3.2.2|2.4.1.47|3.1.3.4|2.7.1.93|1.1.1.101|3.1.1.3|3.1.1.47|3.1.4.3,2.3.1|2.3.1|2.3.1|3.1.4|2.3.1|2.7.8|3.3.2|1.14.19|3.1.1|3.1.1|2.3.1|3.1.1|2.3.1|2.7.8|3.1.4|3.1.3|2.7.8|3.1.1|2.7.8|2.7.8|2.3.1|2.5.1|3.1.1|2.8.2|3.3.2|2.4.1|3.1.3|2.7.1|1.1.1|3.1.1|3.1.1|3.1.4
3034.0,ME.3034,kegg,rn00970,,9925,Aminoacyl-tRNA biosynthesis,43857|43858|43859|43860|43861|43862|43863|43864|43864|43865|43866|43866|43867|43868|43868|43869|43870|43871|43872|43873|43874|43874|43875|43876|43876|43876|43876|43877|43878|43879|43880|43880|43881|43882|43883|43884|43884|43885|43886|43887,6.1.1.10|6.1.1.11|6.3.5.7|6.1.1.16|6.1.1.18|2.9.1.1|6.1.1.1|6.3.5.7|6.3.5.6|6.1.1.14|6.1.1.15|6.1.1.17|6.1.1.26|6.1.1.6|6.1.1.19|6.1.1.20|6.1.1.21|3.1.1.29|6.1.1.3|6.1.1.4|6.1.1.5|6.1.1.9|6.1.1.6|6.1.1.6|6.1.1.20|6.1.1.15|6.1.1.7|6.1.1.9|6.1.1.11|6.1.1.2|6.1.1.12|6.1.1.23|6.1.1.24|6.1.1.23|2.1.2.9|6.1.1.24|6.1.1.17|2.7.1.164|2.9.1.2|6.1.1.27,6.1.1|6.1.1|6.3.5|6.1.1|6.1.1|2.9.1|6.1.1|6.3.5|6.3.5|6.1.1|6.1.1|6.1.1|6.1.1|6.1.1|6.1.1|6.1.1|6.1.1|3.1.1|6.1.1|6.1.1|6.1.1|6.1.1|6.1.1|6.1.1|6.1.1|6.1.1|6.1.1|6.1.1|6.1.1|6.1.1|6.1.1|6.1.1|6.1.1|6.1.1|2.1.2|6.1.1|6.1.1|2.7.1|2.9.1|6.1.1
3035.0,ME.3035,kegg,rn00515,,10819,Mannose type O-glycan biosynthesis,49074,2.7.7.40,2.7.7
3036.0,ME.3036,kegg,rn00365,,8734,Furfural degradation,37145|37147|37144|37148|37149|37142|37150|37143|37146,1.2.3.1|6.2.1.31|3.1.2|1.3.99.8|1.1.3.47|1.1.1,1.2.3|6.2.1|3.1.2|1.3.99|1.1.3|1.1.1
3037.0,ME.3037,kegg,rn00514,,10576,Other types of O-glycan biosynthesis,47629|47628|47630|47631,2.4.1.50|2.4.1.122|2.4.1.66,2.4.1|2.4.1|2.4.1
3038.0,ME.3038,kegg,rn00592,,8368,alpha-Linolenic acid metabolism,34912|34890|34922|34911|34914|34891|34915|34892|34893|34894|34895|34896|34897|34910|34898|34898|34899|34906|34916|34914|34920|34900|34917|34901|34904|34920|34902|34903|34916|34905|34907|34917|34917|34918|34908|34921|34919|34919|34920|34908|34914|34908|34913|34909|34913,1.3.3.6|5.3.99.6|1.1.1.211|1.3.1.42|1.3.3.6|2.1.1.141|4.2.1.92|2.3.1.195|1.13.11.12|4.2.1.121|1.13.11.58|1.14.19.3|1.14.19|6.2.1|4.2.1.17|4.2.1.17|4.2.1.17|2.3.1.16|1.1.1.35|2.3.1.16|1.1.1.211|2.3.1.16|3.1.2.20|4.2.1.74|1.1.1.1|4.2.1.92|4.2.1.17|1.1.1.211|1.3.3.6|3.1.1.3|4.2.1.74|4.2.1.17|1.1.1.35|3.1.1.4|1.1.1.35|3.1.1.32|4.2.1.74|3.1.1.32|4.2.1.17,1.3.3|5.3.99|1.1.1|1.3.1|1.3.3|2.1.1|4.2.1|2.3.1|1.13.11|4.2.1|1.13.11|1.14.19|1.14.19|6.2.1|4.2.1|4.2.1|4.2.1|2.3.1|1.1.1|2.3.1|1.1.1|2.3.1|3.1.2|4.2.1|1.1.1|4.2.1|4.2.1|1.1.1|1.3.3|3.1.1|4.2.1|4.2.1|1.1.1|3.1.1|1.1.1|3.1.1|4.2.1|3.1.1|4.2.1
3039.0,ME.3039,kegg,rn00281,,8218,Geraniol degradation,33966|33975|33975|33976|33977|33982|33979|33981|33986|33978|33985|33983|33980|33967|33968|33969|33970|33971|33972|33973|33984|33974|33975,6.4.1.5|1.1.1.324|1.1.1.183|1.1.1.183|1.1.1.183|1.1.1.35|1.1.1.183|4.1.3.26|4.2.1.57|1.2.1.86|1.1.1.347|4.2.1|2.3.1|2.3.1|1.1.1.216,6.4.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|4.1.3|4.2.1|1.2.1|1.1.1|4.2.1|2.3.1|2.3.1|1.1.1
3040.0,ME.3040,kegg,rn00450,,10680,Selenocompound metabolism,48205|48198|48198|48200|48209|48208|48207|48206|48204|48203|48202|48199|48201|48200|48200|48214|48192|48193|48194|48195|48196|48210|48197|48198|48211|48212|48213,4.4.1.11|4.4.1.1|4.4.1.13|2.7.1.164|2.5.1.48|2.5.1.48|1.8.1.9|2.1.1.14|4.4.1.13|2.7.7.4|2.1.1.280|6.1.1.10|4.4.1.1|4.4.1.11|2.6.1.7|2.7.9.3|2.1.1.12|2.9.1.1|4.4.1.16|1.8.1.9|2.9.1.2|2.1.1.96|4.4.1.13,4.4.1|4.4.1|4.4.1|2.7.1|2.5.1|2.5.1|1.8.1|2.1.1|4.4.1|2.7.7|2.1.1|6.1.1|4.4.1|4.4.1|2.6.1|2.7.9|2.1.1|2.9.1|4.4.1|1.8.1|2.9.1|2.1.1|4.4.1
3041.0,ME.3041,kegg,rn00591,,8158,Linoleic acid metabolism,33575|33584|33585|33585|33585|33583|33583|33583|33582|33582|33582|33581|33580|33579|33578|33577|33577|33576|33586|33574|33573|33572|33571,1.13.11.60|3.1.1.32|3.1.1.4|3.1.1.3|1.14.13.32|1.14.14.1|1.14.14.51|1.14.13.32|1.14.14.1|1.14.14.51|1.14.19.39|3.3.2.10|1.14.19.3|5.4.4.6|4.2.1.92|5.4.4.5|1.13.11.62|1.13.11.58|1.13.11.12|1.13.11.45|5.2.1.5,1.13.11|3.1.1|3.1.1|3.1.1|1.14.13|1.14.14|1.14.14|1.14.13|1.14.14|1.14.14|1.14.19|3.3.2|1.14.19|5.4.4|4.2.1|5.4.4|1.13.11|1.13.11|1.13.11|1.13.11|5.2.1
3042.0,ME.3042,kegg,rn00982,,9310,Drug metabolism - cytochrome P450,40418|40423|40381|40392|40424|40425|40435|40436|40437|40438|40439|40439|40439|40440|40441|40442|40445|40443|40444|40433|40402|40399|40426|40428|40391|40429|40403|40401|40407|40382|40400|40432|40412|40421|40430|40387|40415|40431|40395|40420|40404|40422|40419|40427|40414|40362|40363|40364|40365|40366|40410|40367|40367|40368|40368|40369|40370|40371|40372|40372|40373|40374|40375|40376|40377|40378|40379|40380|40383|40417|40383|40384|40384|40385|40386|40394|40388|40388|40389|40389|40393|40390|40434|40390|40396|40396|40397|40397|40398|40405|40406|40408|40408|40409|40411|40411|40413|40416,1.14.13.32|1.14.14.51|1.14.14.51|1.14.14.51|1.14.13.32|1.14.13.32|1.14.13.32|1.14.13.32|1.14.14.51|1.14.14.1|1.14.13.32|1.14.14.1|1.14.14.1|1.4.3.4|1.2.3.1|1.4.3.4|1.4.3.4|2.4.1.17|2.4.1.17|2.4.1.17|1.14.13.8|3.1.1.1|1.14.14.51|1.14.13.32|1.14.14.1|1.14.13.32|1.14.14.1|1.14.13.32|1.14.14.1|1.14.14.51|1.14.14.1|1.14.13.32|1.14.13.32|1.14.14.1|1.14.13.32|1.14.13.32|1.14.13.32|1.14.13.32|1.14.13.32|2.5.1.18|5.3.99.2|1.1.1.284|1.1.1.1|1.2.1.5|1.2.1.5|1.14.14.51|1.14.13.32|1.14.14.1|1.14.13.32|1.14.14.1|1.14.13.32|1.14.14.1|1.14.13.32|1.14.14.1|1.14.13.32|3.1.1.1|1.14.13.32|1.14.13.32|1.1.1.284|1.1.1.1|1.2.1.5|1.1.1.284|1.1.1.1|1.14.13.32,1.14.13|1.14.14|1.14.14|1.14.14|1.14.13|1.14.13|1.14.13|1.14.13|1.14.14|1.14.14|1.14.13|1.14.14|1.14.14|1.4.3|1.2.3|1.4.3|1.4.3|2.4.1|2.4.1|2.4.1|1.14.13|3.1.1|1.14.14|1.14.13|1.14.14|1.14.13|1.14.14|1.14.13|1.14.14|1.14.14|1.14.14|1.14.13|1.14.13|1.14.14|1.14.13|1.14.13|1.14.13|1.14.13|1.14.13|2.5.1|5.3.99|1.1.1|1.1.1|1.2.1|1.2.1|1.14.14|1.14.13|1.14.14|1.14.13|1.14.14|1.14.13|1.14.14|1.14.13|1.14.14|1.14.13|3.1.1|1.14.13|1.14.13|1.1.1|1.1.1|1.2.1|1.1.1|1.1.1|1.14.13
3043.0,ME.3043,kegg,rn00333,,8327,Prodigiosin biosynthesis,34654|34653|34651|34645|34641|34642|34652|34642|34643|34644|34655|34646|34647|34648|34650|34649|34656,2.2.1.12|3.1.2.21|3.1.2.14|1.3.8.14|1.1.1|2.1.1|6.4.1|6.4.1|6.2.1.53|3.1.2.21,2.2.1|3.1.2|3.1.2|1.3.8|1.1.1|2.1.1|6.4.1|6.4.1|6.2.1|3.1.2
3044.0,ME.3044,kegg,rn00253,,8217,Tetracycline biosynthesis,33965|33962|33948|33958|33955|33960|33951|33952|33950|33961|33947|33957|33953|33946|33949|33954|33959|33959|33963|33964|33956,1.14.13.231|1.14.13.231|1.14.13.234|1.14.19.49|1.14.13.233|1.3.98.4|2.1.1.335|1.14.13.38|1.14.13.232|1.3.98.4|1.14.13.233|1.14.13.232|2.3.1.260|1.14.13.231,1.14.13|1.14.13|1.14.13|1.14.19|1.14.13|1.3.98|2.1.1|1.14.13|1.14.13|1.3.98|1.14.13|1.14.13|2.3.1|1.14.13
3046.0,ME.3046,kegg,rn00532,,10742,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,48558|48559,2.4.1.135|2.4.2.26,2.4.1|2.4.2
3047.0,ME.3047,kegg,rn00642,,11032,Ethylbenzene degradation,50346|50349|50337|50338|50339|50340|50344|50341|50341|50343|50345|50345|50342|50346|50347|50347|50348|50348,1.18.1.7|1.3.1.66|1.1.1.311|6.4.1.8|1.17.99.2|1.13.11.16|1.13.11|2.3.1.16|1.18.1.7|1.14.12.12|1.14.12.12|1.18.1.7|1.14.12.12|1.18.1.7|1.14.12.12,1.18.1|1.3.1|1.1.1|6.4.1|1.17.99|1.13.11|1.13.11|2.3.1|1.18.1|1.14.12|1.14.12|1.18.1|1.14.12|1.18.1|1.14.12
3048.0,ME.3048,kegg,rn00331,,11008,Clavulanic acid biosynthesis,50173|50177|50172|50171|50176|50175|50178|50174,2.5.1.66|1.14.11.21|6.3.3.4|1.14.11.21|1.14.11.21|3.5.3.22,2.5.1|1.14.11|6.3.3|1.14.11|1.14.11|3.5.3
3049.0,ME.3049,kegg,rn01055,,8993,Biosynthesis of vancomycin group antibiotics,38564|38568|38565|38567|38566|38574|38573|38572|38571|38570|38569|38563,2.6.1.103|4.2.1.159|1.1.3.46|2.3.1.246|1.13.11.80|2.6.1|2.1.1|1.1.1|2.6.1.103|1.13.11.46|4.2.1.46,2.6.1|4.2.1|1.1.3|2.3.1|1.13.11|2.6.1|2.1.1|1.1.1|2.6.1|1.13.11|4.2.1
3050.0,ME.3050,kegg,rn00404,,10183,Staurosporine biosynthesis,45420|45421|45424|45422|45423|45449|45448|45430|45445|45429|45443|45425|45436|45447|45446|45435|45440|45441|45444|45450|45439|45437|45438|45434|45433|45432|45442|45405|45406|45407|45408|45409|45410|45411|45412|45431|45413|45414|45415|45416|45428|45417|45427|45418|45419|45426,1.4.3.23|1.14.14.118|1.21.98.2|1.14.14.119|1.14.19.71|2.1.1|2.1.1|2.5.1|2.1.1.139|1.14.19.9|1.4.3.23|1.13.12.17|2.1.1.164|4.3.3.5|2.5.1.106|2.5.1.107|2.5.1|1.14.11.38|2.5.1.110|2.1.1.293|1.14.13.224|1.14.13|1.14.13.224|1.14.19|1.14.13.224|1.14.13.224|2.4.1,1.4.3|1.14.14|1.21.98|1.14.14|1.14.19|2.1.1|2.1.1|2.5.1|2.1.1|1.14.19|1.4.3|1.13.12|2.1.1|4.3.3|2.5.1|2.5.1|2.5.1|1.14.11|2.5.1|2.1.1|1.14.13|1.14.13|1.14.13|1.14.19|1.14.13|1.14.13|2.4.1
